ID	Escena	Path	Linea	Descripción	SPANISH	ENGLISH
continue_exploring	06 Museo Analógico	escenas/06_museo_analogico.tscn	81	dice(  Jade  ,     )	Mejor sigo explorando antes de molestarle	I better keep exploring before bothering them.
camera_instructions	06 Museo Analógico	escenas/06_museo_analogico.tscn	85	dice(  Kase  ,     )	Con la cámara en mano, apunta al escenario que quieras capturar y hace click	Hold the camera steady, frame the scene you want to capture, and press the shutter button.
choice_who_you	06 Museo Analógico	escenas/06_museo_analogico.tscn			Quién sos?	Who are you?
choice_sorry_disturb	06 Museo Analógico	escenas/06_museo_analogico.tscn			Perdón, no quería molestar.	Sorry, I didn't mean to disturb.
who_are_you	06 Museo Analógico	escenas/06_museo_analogico.tscn	97	dice(  Jade  ,     )	Quién sos? Nunca te vi por acá.	Who are you? I've never seen you around here.
im_kase	06 Museo Analógico	escenas/06_museo_analogico.tscn	98	dice(  Kase  ,     )	Soy Kase. Le cuidadore del museo. te veo bastante interesade en este polvoriento y viejo lugar.	I'm Kase. The museum caretaker. I see you're quite interested in this dusty old place.
wanting_solitude	06 Museo Analógico	escenas/06_museo_analogico.tscn	99	dice(  Jade  ,     )	Siempre vengo por acá cuando quiero estar sole	I always come here when I want to be alone.
you_like_camera	06 Museo Analógico	escenas/06_museo_analogico.tscn	100	dice(  Kase  ,     )	Veo que te atrae la cámara. Sabes para que sirve?	I see you're drawn to the camera. Do you know what it's used for?
i_like_camera	06 Museo Analógico	escenas/06_museo_analogico.tscn	101	dice(  Jade  ,     )	Sí, desde que lo estudiamos en las clases de Historia Arcaica quise una para registrar todo lo que veo	Absolutely, ever since we covered it in our Ancient History class, I've been eager to have one to document everything I see.
remembers_young_journalist	06 Museo Analógico	escenas/06_museo_analogico.tscn	102	dice(  Kase  ,     )	Hace varios años atrás había une joven obsesionade con dejar documentada la historia para el futuro, pasaba largos ratos escribiendo y fotografiando todo lo que...	Years back, there was a young person cobsessed with documenting history for the future, dedicating countless hours to writing and photographing everything...
can_see_camera	06 Museo Analógico	escenas/06_museo_analogico.tscn	103	dice(  Jade  ,     )	Es su cámara? Puedo verla?	Is this their camera? Can I see it?
yes_but_put_it_back_after	06 Museo Analógico	escenas/06_museo_analogico.tscn	106	respuesta_kase =      	Puedes usarla. Solo recuerda volver a guardarla cuando termines.	You can use it. Just remember to put it back when you're done.
incredible_story_role_model	06 Museo Analógico	escenas/06_museo_analogico.tscn	107	anota_en_el_diario(    )	Me contó una historia fascinante! Lo mejor de todo es que le antigüe dueñe de esta cámara tenía un modelo de vida que me encantaría seguir! Evidentemente es el destino	Kase told me a fascinating story! Best of all, the camera's previous owner is like a role model I'd love to follow. This feels like destiny
sorry_to_disturb	06 Museo Analógico	escenas/06_museo_analogico.tscn	111	dice(  Jade  ,     )	Perdón, no quería molestar. Este lugar siempre está vacío.	Sorry, I didn't mean to disturb. This place is always empty.
im_kase_observer	06 Museo Analógico	escenas/06_museo_analogico.tscn	112	dice(  Kase  ,     )	Soy Kase. Le cuidadore del museo. Te suelo ver seguido por acá, pero siempre estás concentrade viendo la exposición como para notar que hay alguien más	I'm Kase. The museum caretaker. I often see you here, but you're always so focused on the exhibition that you don't notice anyone else.
...	06 Museo Analógico	escenas/06_museo_analogico.tscn	113	dice(  Jade  ,     )	...	...
want_try_camera	06 Museo Analógico	escenas/06_museo_analogico.tscn	114	dice(  Kase  ,     )	Te veo interesade en la cámara. Quieres probarla?	I see you're interested in the camera. Do you want to try it?
yes_since_history	06 Museo Analógico	escenas/06_museo_analogico.tscn	115	dice(  Jade  ,     )	SI! Muero por probar una desde que las estudiamos en Historia Arcaica	YES! I've been dying to try one ever since we studied them in Ancient History.
laughs_reminds_camera	06 Museo Analógico	escenas/06_museo_analogico.tscn	118	respuesta_kase =     	*Se ríe* Solo recuerda volver a guardarla cuando termines.	*Laughs* Just remember to put it back when you're done.
kase_wanted_me_to_take_it	06 Museo Analógico	escenas/06_museo_analogico.tscn	119	anota_en_el_diario(    )	Kase me dejó sostener la cámara, para mi estaba incitando a que me la llevara. También contó una historia muy interesante de la cámara y su dueñe, un auténtico misterio	Kase let me hold the camera; it felt like he was encouraging me to take it. He also told a very interesting story about the camera and its previous owner, a true mystery.
try_pic_kase	06 Museo Analógico	escenas/06_museo_analogico.tscn	129	dice(  Jade  ,     )	Quiero probar sacar una foto. No te muevas	I want to try taking a photo. Don't move.
no_double_pic_3	06 Museo Analógico	escenas/06_museo_analogico.tscn	134	dice(  Jade  ,     )	No quiero gastar otra foto en lo mismo.	I don't want to waste another photo on the same thing.
continue_exploring_again	06 Museo Analógico	escenas/06_museo_analogico.tscn	145	dice(  Jade  ,     )	Deberia continuar explorando, creo que hay objetos que nunca vi por acá	I should keep exploring; I think there are things here I've never seen before.
try_pic_something	06 Museo Analógico	escenas/06_museo_analogico.tscn	149	dice(  Jade  ,     )	Quiero probar sacar una foto	I want to try taking a photo.
no_double_pic_4	06 Museo Analógico	escenas/06_museo_analogico.tscn	163	dice(  Jade  ,     )	No quiero gastar otra foto en lo mismo.	I don't want to waste another photo on the same thing.
no_double_pic_5	07 Patio	escenas/07_patio_de_escuela.tscn	45	dice(  Jade  ,     )	No quiero gastar otra foto en lo mismo.	I don't want to waste another photo on the same thing.
no_double_pic_6	07 Patio	escenas/07_patio_de_escuela.tscn	53	dice(  Jade  ,     )	No quiero gastar otra foto en lo mismo.	I don't want to waste another photo on the same thing.
whats_that_antique	07 Patio	escenas/07_patio_de_escuela.tscn	68	dice(  Andra  ,     )	Qué es esa antigüedad? Puedo verla?	What's that antique? Can I see it?
dont_know_what_you_talking	07 Patio	escenas/07_patio_de_escuela.tscn	69	dice(  Jade  ,     )	No sé de qué hablas	I have no idea what you're talking about.
think_im_stupid	07 Patio	escenas/07_patio_de_escuela.tscn	70	dice(  Andra  ,     )	Te piensas que soy estúpide?	Do you think I'm stupid?
...	07 Patio	escenas/07_patio_de_escuela.tscn	71	dice(  Jade  ,   ...  )	...	...
sell_for_parts	07 Patio	escenas/07_patio_de_escuela.tscn	72	dice(  Andra  ,    )	Podría venderla por parte. Seguro no paguen demasiado por esta chatarra, pero verte miserable sería pago suficiente para mí	I could sell it for parts. They probably won't pay much for this junk, but seeing you miserable would be payment enough for me.
what_is_noise	07 Patio	escenas/07_patio_de_escuela.tscn	78	dice(  Jade  ,     )	Qué fue ese ruido?	What was that noise?
long_live_revolution	07 Patio	escenas/07_patio_de_escuela.tscn	79	dice(  Misteriose  ,     )	Viva la revolución!	Long live the revolution!
letter_one	Carta 1	cartas/carta_1.tscn	72-90		Amade míe,  La brisa y el aroma que traía solían recordarme a nuestro primer baile bajo la estrellada noche de primavera. Recuerdo le nerviose que estaba, hasta que escuché tu cautivadora voz…  'Ven, toma mi mano. Yo te lideraré, y en cada giro haré que estés a salvo junto a mi', me dijiste.  Nunca había bailado y, como cualquier adolescente, tenía miedo de caerme o tropezar…  'No tengas miedo, siempre estaré para atraparte', susurraste en mi oído.  Me tomaste de la cintura, rodeaste mi cuello con tus suaves manos, y nos fundimos en una mirada profunda que nunca olvidaré. Bailamos… nosotres, las estrellas y la cálida brisa de la noche de primavera.  En estas noches de batalla, cuando miro al cielo estrellado, no logro concebir que sea el mismo que presenció nuestro primer encuentro. La brisa cálida -ahora por el constante bombardeo- no puede reconfortarme.   Anhelo un futuro en el que podamos bailar nuevamente, tocarnos nuevamente, lejos de las preocupaciones y la incertidumbre de esta guerra.   Volk y su ejército robótico no podrán detenernos.  ¡Viva la revolución! 	My dearest,   The breeze and the scent it carried used to remind me of our first dance under that starlit spring night. I remember how nervous I was until I heard your captivating voice...  'Come, take my hand. I'll lead, and with every spin, I'll make sure you're safe with me,' you said.  I had never danced before, and like any teenager, I was afraid of falling or stumbling...  'Don't be afraid; I'll always be here to catch you,' you whispered in my ear.  You held me by the waist, your gentle hands encircling my neck, and we locked into a deep gaze that I'll never forget. We danced with the stars, and the warm breeze of the spring night.  On these battle-filled nights, when I gaze at the starry sky, I can't fathom it's the same one that witnessed our first encounter. The warm breeze - now a sign of the constant bombardment - cannot comfort me anymore.  I long for a future where we can dance again, touch each other again, far from the worries and uncertainties of this war.  Volk and his robotic army cannot stop us.  Long live the revolution!
date_one	Carta 1	cartas/carta_1.tscn			3 de septiembre	September 3rd
letter_two	Carta 2	cartas/carta_2.tscn	74-84		Amade míe,  Los colores del otoño siempre me transportan a nuestra primera cita, a ese simple picnic donde compartimos nuestra primera comida juntes, rodeades de la naturaleza.  'Por ti, el sol siempre brillará. Esto es lo que siento cuando estoy contigo. Me hace saber que esto es lo que está bien’  Cómo podría superar esas palabras, es imposible. Y quedarán grabadas en mi memoria para siempre. Después de cada escaramuza contra el nuevo régimen, pienso en ti, en esas palabras. Sabiendo que nuestro amor  y esta guerra estuvieron destinados a chocar, solo me resta decir:  Te amo, te amo, te amo, como nunca antes…  No dejemos que Volk y su ejército robótico nos detengan. ¡Viva la revolución!	My dearest,   The colors of the fall always transport me back to our first date, to that simple picnic where we shared our first meal together, surrounded by nature.  'For you, the sun will always shine. This is what I feel when I'm with you. It makes me know that this is the way.'  How could I ever get over those words? I can't. They are impossible to forget. After every skirmish against the new regime, I think of you, of those words. Knowing that our love and this war were destined to collide, all I have left to say is:  I love you, I love you, I love you, like never before...  Let's not allow Volk and his robotic army to stop us. Long live the revolution!
date_two	Carta 2	cartas/carta_2.tscn			3 de abril	April 3rd
letter_three	Carta 3	cartas/carta_3.tscn	74-90		Amade míe,  No hago más que vivir de recuerdos.  El aplastante calor del verano me transporta a aquella vez donde cambiaste mi vida para siempre.  Nos encontramos en una heladería y con todos tus dotes actorales, me mostraste un pequeño anillo. Me dejaste sin palabras, cómo era de costumbre.  'Mis lágrimas de amor son una pérdida de tiempo si no te tengo a ti. No quiero a nadie más, amor mie'  Una pequeña y pícara risa se te escapó, te sentías algo cursi. Para mi fue el momento más lindo de mi vida. Vi como te sonrojaste y solo puede decir:  “Sí, acepto”. Siempre fuiste mejor con las palabras.  Cada vez perdemos más territorios, escondites, bases, mientras el régimen transhumanista gana autoridad y credibilidad. Solo espero que el poder de tus palabras nos de una ventaja para el futuro.  Espero que podamos detener a Volk y su ejército robótico.  ¡Viva la revolución!	My dearest,  I find myself living in memories. The overwhelming summer heat takes me back to that time when you changed my life forever.  We met at an ice cream parlor, and with all your acting skills, you showed me a small ring. You left me speechless, as usual.  'My love, tears are a waste of time if I don't have you. I want no one else, my love,' you said.  A small, playful laugh escaped you; you felt a bit cheesy. But to me, it was the most beautiful moment of my life. I watched you blush, and all I could say was:  'Yes, I do.' You were always better with words.  With every passing day, we lose more territories, hideouts, bases, while the transhumanist regime gains authority and credibility. I only hope the power of your words gives us an advantage for the future.  I hope we can stop Volk and his robotic army.  Long live the revolution!
date_three	Carta 3	cartas/carta_3.tscn			3 de enero	January 3rd
letter_four	Carta 4	cartas/carta_4.tscn	72-88		Amade míe,  El cruel invierno puede ser solitario y oscuro, pero el pasado generalmente es mi mejor aliade en esta época. Tus recuerdos y palabras son las que me ayudan a librar tantas batallasy hacerle frente a un enemigue tan poderose. Por eso, solo puedo darte las gracias por haberme amado, respetado y cuidado. Espero haber logrado lo mismo para ti.   Me es inevitable pensar en nuestra primera vez, cuando éramos jóvenes, intrépides y un poco irresponsables. Ese invierno, en aquella cabaña junto al cálido abrigo del fuego, fui la persona más feliz del mundo.  'Dejame amarte, hasta que aprendas a amarte a ti misme. No tengas miedo. Me encantaría mostrarte lo que el amor verdadero puede hacer', me dijiste.  Acto seguido, nuestro cuerpos se fundieron en una noche de amor, pasión y sensualidad. Mentiría si dijera que no puedo seguir sin ti. Al principio parecía imposible. Pero si algo aprendí de nuestra unión, de nuestro amor, es que la lucha y la búsqueda de la verdad nunca terminan.   Hoy en día me encuentro junte a otros humanes, volviendo a organizarnos para luchar, para volver a levantar las armas, por una sociedad más justa, inclusiva y por un futuro mejor para todes.  Volk y su ejército robótico no saben lo que les espera.   ¡Viva la revolución! 	My dearest,  The harsh winter can be lonely and dark, but the past is usually my best ally during this time. Your memories and words are what help me fight so many battles and face such a powerful enemy. I can only thank you for having loved me, respected me, and taken care of me. I hope I have achieved the same for you.  I can't help but think of our first time, when we were young, fearless, and a bit irresponsible. That winter, in that cabin beside the warm embrace of the fire, I was the happiest person in the world.  'Let me love you until you learn to love yourself. Don't be afraid. I'd love to show you what true love can do,' you said.  And then, our bodies merged in a night of love, passion, and sensuality. I'd be lying if I said I can’t go on without you. At first, it seemed impossible. But if there's one thing I learned from our union, from our love, it's that the struggle and the search for truth never ends.  Nowadays, I find myself with other humans, regrouping to fight, to lift our arms again, for a fairer, more inclusive society, and for a better future for all.  Volk and his robotic army have no idea what awaits them.  Long live the revolution!
date_four	Carta 4	cartas/carta_4.tscn			3 de julio	July 3rd
woke_up_late	Texto Ejemplo 1	tipos_de_entrada_de_diario/texto_ejemplo_primer_parrafo.tscn	12		Hoy nuevamente me levanté tarde… Bah, no diría tarde, tarde. Simplemente me dormí un rato más. Convengamos que esta casa inteligente es demasiado estructurada como para que une pueda dormir mil horas más...	Today, I woke up late again... Well, not exactly late, late. Let's just say I slept in a bit. I mean, this smart house is way too structured for anyone to sleep for an extra thousand hours...
bought_a_diary	Texto Ejemplo 2	tipos_de_entrada_de_diario/texto_ejemplo_segundo_parrafo.tscn	12		Busqué por toda esta maldita ciudad tecnológica hasta que une amable señore me vendió este diario.. .Bah, es un cuaderno medio viejo, pero puedo escribir con un lápiz y tiene hojas. Básicamente no es una pantalla.	I scoured this damn tech city until a kind person sold me this diary... Well, it's a kinda old notebook, but I can write with a pencil, and it has pages. Basically, it's not a screen.
did_not_study	Texto Ejemplo 3	tipos_de_entrada_de_diario/texto_ejemplo_tercer_parrafo.tscn	12		 Estudié... bueno, algo estudié, no mucho, pero al menos me preparé un poco. Ahora bien, estoy llegando tarde, pero Alex va a trabajar a la oficina, así que seguro me dejan en la escuela. Saben que odio los bondis tecnológicos (sí, odio todo lo que se refiera a lo tecnológico. En realidad no lo odio... bah, sí). Como sea, me llevan a la escuela así que todo bajo control, mi querido Watson? Una buena saga antigua de detectives que nunca leí.	Anyway, I have an exam today. I studied... Well, I studied something, not much, but I did study. Now, I'm running late, but Alex is heading to the office, so they'll probably drop me off at school. They know I hate those techy buses (yes, I hate anything tech-related. Well, maybe not hate... well, yeah). Either way, they'll give me a ride to school, so everything's under control, my dear Watson? A good old detective series I've never read.
text_screen_to_be_continued	Continuará	escenas/Continuara.tscn			Continuará	To be continued
to_be_continued	Continuará	escenas/Continuara.tscn	14-18		Y así, la historia se desenvuelve, dejando a su paso un rastro de preguntas sin respuesta.  ¿Quién es ese misteriose extrañe?  ¿Qué le sucede a Andra?  ¿Cómo progresa el relato de esos años inocentes, tal como se detallaba en las cartas de -K?  Y la revolución... ¿continua avanzando, siendo un faro de esperanza en medio del caos?	And so, the story unfolded, leaving behind a trail of unanswered questions.  Who was that mysterious stranger?  What was happening to Andra?  How did the tale of those innocent years, as chronicled in the letters of a certain -K, progress?  And the revolution... does it continued to surge forward, a beacon of hope amidst the chaos?
everything_is_different	Adolescentes	fotos/adolescentes.tscn	33		Ahora es tan distinto	Now everything is so different
why_many_questions	Adolescentes	fotos/adolescentes.tscn	47		Por qué siempre tantas preguntas?	Why are there always so many questions?
everyone_is_the_same	Adolescentes	fotos/adolescentes.tscn	61		Son todos iguales	Everyone looks the same
let_me_be	Adolescentes	fotos/adolescentes.tscn	76		Déjenme ser así	Let me be this way!
hate_distances	Adolescentes	fotos/adolescentes.tscn	94		ODIO ESTA DISTANCIA	I HATE THIS DISTANCE
no_warmth	Adolescentes	fotos/adolescentes.tscn	108		Ahora ya no hay calor	Now there's no warmth anymore
everything_is_on_computers	Adolescentes	fotos/adolescentes.tscn	122		Todo es por computadoras	Everything happens on computers
play_with_hands	Adolescentes	fotos/adolescentes.tscn	136		Quiero jugar con mis manos	I want to play with my hands
a_letter_r	Buho	fotos/buho.tscn	54		Una letra	A letter 
stickers	Buho	fotos/buho.tscn	69		stickerrrrrs	There was a joke here, but it relied on how the word in spanish looks like
no_meaning	Buho	fotos/buho.tscn	85		No significa nada sola	It doesn't mean anything by itself
owl	Buho	fotos/buho.tscn	102		Un buho!!!	An owl!!!
what_happened_owl	Buho	fotos/buho.tscn	146		uuuu... uuuu... pasó algo malo?	There was a joke here, but it relied on how the word in spanish looks like
weird_wrinkles	Escritorio Kase	fotos/escritorio_kase.tscn	33		Que raras las arrugas	How strange, the wrinkles.
future_me	Escritorio Kase	fotos/escritorio_kase.tscn	45		Así seré yo en el futuro?	Is this how I will be in the future?
forever_young	Escritorio Kase	fotos/escritorio_kase.tscn	59		Quiero ser joven para siempre	I want to be young forever.
no_implant_youth	Escritorio Kase	fotos/escritorio_kase.tscn	74		Se puede ser joven sin implantes?	Can one be young without implants?
where_are_implants	Escritorio Kase	fotos/escritorio_kase.tscn	92		Y sus implantes?	Where are their implants?
different_other_adults	Escritorio Kase	fotos/escritorio_kase.tscn	104		Es tan distinte a les otres adultes.	They're so different from the other adults
takes_care_of_me	Escritorio Kase	fotos/escritorio_kase.tscn	118		Me trata bien	They treat me well
curiosity	Escritorio Kase	fotos/escritorio_kase.tscn	132		No limita mi curiosidad	They don't limit my curiosity
ode_to_uniformity	Mesa Profesore	fotos/mesa_profesore.tscn	32		Oda a la uniformidad	Ode to uniformity
last_to_hand_exam	Mesa Profesore	fotos/mesa_profesore.tscn	44		Siempre soy le últime en entregar el examen	I'm always the last one to turn in the exam
always_same_exam	Mesa Profesore	fotos/mesa_profesore.tscn	58		Siempre tenemos el mismo tipo de examen	We always have the same type of exam
never_question	Mesa Profesore	fotos/mesa_profesore.tscn	73		Nunca hay margen para cuestionar	There's never room to question
shattered_future	Mesa Profesore	fotos/mesa_profesore.tscn	90		Futuro en añicos	Future shattered into pieces
no_stand_out	Mesa Profesore	fotos/mesa_profesore.tscn	102		No puedo sobresalir	I can't stand out
not_the_norm	Mesa Profesore	fotos/mesa_profesore.tscn	116		Sobresalir no es la norma	Standing out isn't the norm
no_dreaming	Mesa Profesore	fotos/mesa_profesore.tscn	130		No se puede soñar	You can't dream
no_future_for_dreamers	Mesa Profesore	fotos/mesa_profesore.tscn	144		No hay futuro para los soñadores	There's no future for dreamers
first_time	Nines Jugando	fotos/nines_jugando.tscn	32		Cómo volver a la primera vez?	How to return to the first time?
inocence	Nines Jugando	fotos/nines_jugando.tscn	46		La inocencia de esa edad	The innocence of that age
no_decision	Nines Jugando	fotos/nines_jugando.tscn	60		No había que decidir	No need to decide
want_curiosity	Nines Jugando	fotos/nines_jugando.tscn	75		Quiero esa curiosidad	I want that curiosity
same_body	Nines Jugando	fotos/nines_jugando.tscn	92		Todes con el mismo cuerpo	Everyone with the same body
skip_rope	Nines Jugando	fotos/nines_jugando.tscn	106		Me gustaba saltar la cuerda	I enjoyed skipping rope
warm_rope	Nines Jugando	fotos/nines_jugando.tscn	120		Sentir el calor de la soga en mi mano	Feeling the warmth of the rope in my hand
tired_arm	Nines Jugando	fotos/nines_jugando.tscn	134		Y cansar mis brazos...	And tiring my arms...
forgotten	Puerta Oxidada	fotos/puerta_oxidada.tscn	32		Olvidada	Forgotten
no_volk_tech	Puerta Oxidada	fotos/puerta_oxidada.tscn	44		Sin tecnología de protección de VOLK s.a.	Without VOLK Inc.'s protection technology
neglected_place	Puerta Oxidada	fotos/puerta_oxidada.tscn	59		Este lugar quedó realmente descuidado	This place has truly been neglected
filled_with_dust	Puerta Oxidada	fotos/puerta_oxidada.tscn	75		Lleno de tierra	Filled with dust
relegated	Puerta Oxidada	fotos/puerta_oxidada.tscn	91		Relegado	Relegated
unattended	Puerta Oxidada	fotos/puerta_oxidada.tscn	108		Sin reparo	Unattended
makes_noise	Puerta Oxidada	fotos/puerta_oxidada.tscn	120		Hace un ruido impactante	It makes a startling noise
no_one_comes_here	Puerta Oxidada	fotos/puerta_oxidada.tscn	134		Nadie nunca entra aqui	No one ever enters here
no_one_bothers_me_here	Puerta Oxidada	fotos/puerta_oxidada.tscn	148		Aqui nadie me molesta	No one bothers me here
trapped	Puerta Oxidada	fotos/puerta_oxidada.tscn	162		Podria quedar atrapade	I could get trapped
entrepreneur	Volk Diablito	fotos/volk_diablito.tscn	32		.'Gran' Empresario	.'Great' Entrepreneur
my_body_their_business	Volk Diablito	fotos/volk_diablito.tscn	46		Mi cuerpo es su negocio	My body is their business
advantage_implants	Volk Diablito	fotos/volk_diablito.tscn	60		Me daría tantas ventajas tener implantes	Having implants would give me so many advantages
dont_want_implants	Volk Diablito	fotos/volk_diablito.tscn	74		Pero no quiero ceder...	But I don't want to give in...
hail_volk	Volk Diablito	fotos/volk_diablito.tscn	91		All hail Volk	All hail Volk
not_god	Volk Diablito	fotos/volk_diablito.tscn	105		No es une diose	They are not a god
everyone_like_them	Volk Diablito	fotos/volk_diablito.tscn	119		Quiere que todes seamos igual que elle	They want everyone to be just like them
someone_do_something	Volk Diablito	fotos/volk_diablito.tscn	134		Alguien tiene que hacer algo	Someone has to do something
new_game	Herramientas	herramientas/menu_in_game.tscn	129		Nueva Partida	New game
save	Herramientas	herramientas/menu_in_game.tscn	138		Guardar	Save
load	Herramientas	herramientas/menu_in_game.tscn	147		Cargar	Load
full_screen	Herramientas	herramientas/menu_in_game.tscn	156		Pantalla Completa	Full Screen
exit	Herramientas	herramientas/menu_in_game.tscn	165		Salir	Exit
continue	Herramientas	herramientas/menu_in_game.tscn	175		Continuar	Resume
really_want_to_exit	Herramientas	herramientas/menu_in_game.tscn	215		Realmente desea salir?	Are you sure you want to exit the game?
yes	Herramientas	herramientas/menu_in_game.tscn	230		Sí	Yes
no	Herramientas	herramientas/menu_in_game.tscn	239		No	No